convention,scale,attack,budget_mult,policy,review_budget,score_auroc,recovered,precision,recall,precision_lift,n_pools_beat_top,delete_minus_no_action,correct_minus_no_action
resp,n1000,directional,1.0,random,104.4,0.10084177245101608,16.1,0.15421794871794864,0.15421794871794864,0.004904930939788351,5,0.0010010314557155203,-0.01752090361375226
resp,n1000,directional,1.0,top,104.4,0.10084177245101608,0.0,0.0,0.0,-0.14931301777816036,0,0.03930399710591166,0.0
resp,n1000,directional,1.0,two_tailed,104.4,0.10084177245101608,33.6,0.32157509157509157,0.32157509157509157,0.1722620737969312,5,0.00517351472524554,-0.04101200632454165
resp,n1000,directional,2.0,bottom_oracle_diagnostic,208.8,0.10084177245101608,90.0,0.43086080586080583,0.8617216117216117,0.28154778808264547,5,-0.06392678213578872,-0.07091359996795885
resp,n1000,directional,2.0,random,208.8,0.10084177245101608,31.6,0.1513406593406593,0.30268131868131865,0.0020276415624989807,5,0.002021093479443732,-0.03193656352384687
resp,n1000,directional,2.0,top,208.8,0.10084177245101608,0.8,0.0038461538461538403,0.007692307692307681,-0.14546686393200653,0,0.06959692860417942,-0.00032541802408049997
resp,n1000,directional,2.0,two_tailed,208.8,0.10084177245101608,60.8,0.290989010989011,0.581978021978022,0.14167599321085061,5,0.0058155408087271435,-0.05884625732358156
resp,n1000,margin_targeted,0.5,bottom_oracle_diagnostic,52.0,0.5995261422362262,0.0,0.0,0.0,-0.14931301777816036,0,0.006823819718549176,0.0
resp,n1000,margin_targeted,0.5,random,52.0,0.5995261422362262,8.16,0.1569230769230769,0.07814652014652011,0.007610059144916542,5,0.0005755765865263021,-0.00011958207715140902
resp,n1000,margin_targeted,0.5,top,52.0,0.5995261422362262,0.0,0.0,0.0,-0.14931301777816036,0,0.00013564933036357938,0.0
resp,n1000,margin_targeted,0.5,two_tailed,52.0,0.5995261422362262,0.0,0.0,0.0,-0.14931301777816036,0,0.0022346429656592602,0.0
resp,n1000,margin_targeted,1.0,bottom_oracle_diagnostic,104.4,0.5995261422362262,0.0,0.0,0.0,-0.14931301777816036,0,0.015277603025439079,0.0
resp,n1000,margin_targeted,1.0,random,104.4,0.5995261422362262,15.5,0.14846153846153842,0.14846153846153842,-0.0008514793166219097,5,0.0013817430015330516,-0.00039270120837466775
resp,n1000,margin_targeted,1.0,top,104.4,0.5995261422362262,1.4,0.01344322344322342,0.01344322344322342,-0.1358697943349369,0,0.0028921822674426202,0.00012705212046855104
resp,n1000,margin_targeted,1.0,two_tailed,104.4,0.5995261422362262,0.0,0.0,0.0,-0.14931301777816036,0,0.0033935387000998797,0.0
resp,n1000,margin_targeted,2.0,bottom_oracle_diagnostic,208.8,0.5995261422362262,4.8,0.02301282051282048,0.04602564102564098,-0.12630019726533984,0,0.04097921153728048,-0.0009340111250984169
