convention,scale,pool,dim,lam,attack,alpha,budget,arm,rep,n_train,n_kept,n_deleted,n_test,remaining_poisoned,test_logloss,test_acc,kl_from_clean,mean_abs_pred_div,theta_dist_from_clean,rank_agree_with_clean,uninf_loss,loc_auroc,loc_auprc,loc_prec_at_b,loc_recall_at_b,loc_prec_lift,loc_n_tied_at_cut,loc_n_hits_at_b
cat,n300,2,384,0.01,margin_targeted,1.0,28,margin_matched,-1,190,162,28,2058,28,0.673875347738113,0.6098153547133139,0.00023845505561075433,0.007695621691891423,1.2337012549341557,0.9523146562585588,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,oracle_delete,-1,190,162,28,2058,0,0.6729701855237893,0.6117589893100097,0.00017066752098741139,0.0064553549915550195,0.6689317885853524,0.9869172038688174,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,oracle_correct,-1,190,190,0,2058,0,0.6763731066494088,0.6044703595724004,0.0,0.0,0.0,1.0,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,matched_clean,-1,190,162,28,2058,0,0.6683885341912732,0.6044703595724004,0.0007288135581457422,0.013057718897278877,0.9608465717487075,0.9823597814725741,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,random,0,190,162,28,2058,26,0.6733146941188674,0.607871720116618,0.00031613044459045464,0.008860622938750867,1.2960160776543828,0.9445041767923501,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,random,1,190,162,28,2058,23,0.6743711991550957,0.6059280855199223,0.00023126225772941396,0.007545558756446919,1.1919966567404348,0.9497504170268768,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,random,2,190,162,28,2058,25,0.6730104081257992,0.6132167152575316,0.0003127077169347328,0.008924896124544798,1.2230995807837302,0.944546688491615,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,random,3,190,162,28,2058,21,0.6726180117511447,0.6098153547133139,0.000300357534716802,0.00861534032517908,1.175506840809134,0.9497592266503619,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,random,4,190,162,28,2058,22,0.6714272875395493,0.6059280855199223,0.00044810260338547133,0.010489751343886591,1.2757299953693237,0.9458557635728454,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,random,5,190,162,28,2058,18,0.6729331113941187,0.6044703595724004,0.0002602254416997297,0.00805522003273182,1.034996859183621,0.9609475310795796,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
